"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.Q1","Answer.Q10","Answer.Q11","Answer.Q12","Answer.Q13","Answer.Q14","Answer.Q15","Answer.Q16","Answer.Q17","Answer.Q18","Answer.Q19","Answer.Q2","Answer.Q3","Answer.Q4","Answer.Q5","Answer.Q6","Answer.Q7","Answer.Q8","Answer.Q9","Approve","Reject"
"302OLP89DZRJXQNZKPF71NAGG8LACQ","3HWC0N12H6RYM90FAVOCZ3NTTJ5U6V","Survey to find sexual intentions behind images (WARNING: This HIT may contain adult content. Worker discretion is advised.)","This task is trying to capture sexual intention behind images.","Celebrity, Images, classification, Sexual, Intention","$0.02","Fri Apr 01 18:57:00 PDT 2016","3","BatchId:2337509;","1800","172800","Fri Apr 08 18:57:00 PDT 2016","","","338JKRMM27JD1IW9WJYA0Y2G3CTAHB","A3UQ2E9S8HIST8","Approved","Sat Apr 02 13:16:10 PDT 2016","Sat Apr 02 13:17:51 PDT 2016","Mon Apr 04 13:17:51 PDT 2016","Mon Apr 04 12:03:45 PDT 2016","","","101","100% (42/42)","100% (42/42)","100% (42/42)","https://people.cs.pitt.edu/~debashis/MLProjectImages/KellanLutz_03.jpg","0","0","0","0","0","2","1","0","1","0","0","1|2","2","4","1","1","1","1","0"
"302OLP89DZRJXQNZKPF71NAGG8LACQ","3HWC0N12H6RYM90FAVOCZ3NTTJ5U6V","Survey to find sexual intentions behind images (WARNING: This HIT may contain adult content. Worker discretion is advised.)","This task is trying to capture sexual intention behind images.","Celebrity, Images, classification, Sexual, Intention","$0.02","Fri Apr 01 18:57:00 PDT 2016","3","BatchId:2337509;","1800","172800","Fri Apr 08 18:57:00 PDT 2016","","","38BQUHLA9XKOV0RLXZJ5TYUH9FEMOD","ANS32KK8E96UK","Approved","Sat Apr 02 23:23:35 PDT 2016","Sat Apr 02 23:24:43 PDT 2016","Mon Apr 04 23:24:43 PDT 2016","Mon Apr 04 12:03:45 PDT 2016","","","68","100% (43/43)","100% (43/43)","100% (43/43)","https://people.cs.pitt.edu/~debashis/MLProjectImages/KellanLutz_03.jpg","1","0","0","0","0","2","1","0","1","0","0","1|3","2","4","1","1","1","1","0"
"302U8RURJZLMGINOKAFHDLI50M0NVM","3HWC0N12H6RYM90FAVOCZ3NTTJ5U6V","Survey to find sexual intentions behind images (WARNING: This HIT may contain adult content. Worker discretion is advised.)","This task is trying to capture sexual intention behind images.","Celebrity, Images, classification, Sexual, Intention","$0.02","Fri Apr 01 18:57:10 PDT 2016","3","BatchId:2337509;","1800","172800","Fri Apr 08 18:57:10 PDT 2016","","","3AAJC4I4FHCATWZ7WBHUT494PO8JZS","A29NA4283YJ26D","Approved","Sat Apr 02 01:45:40 PDT 2016","Sat Apr 02 01:47:47 PDT 2016","Mon Apr 04 01:47:47 PDT 2016","2016-04-04 08:52:36 UTC","","","127","100% (312/312)","100% (312/312)","100% (312/312)","https://people.cs.pitt.edu/~debashis/MLProjectImages/Madonna_02.jpg","1","0","0","0","1","2","1","0","1","1","1","1|3","2","4","4","2","1","1","0"
"302U8RURJZLMGINOKAFHDLI50M0NVM","3HWC0N12H6RYM90FAVOCZ3NTTJ5U6V","Survey to find sexual intentions behind images (WARNING: This HIT may contain adult content. Worker discretion is advised.)","This task is trying to capture sexual intention behind images.","Celebrity, Images, classification, Sexual, Intention","$0.02","Fri Apr 01 18:57:10 PDT 2016","3","BatchId:2337509;","1800","172800","Fri Apr 08 18:57:10 PDT 2016","","","3C8HJ7UOP8E0U45SZ8UM9W1LTI2ZMB","A9IIUGK7TLJWZ","Approved","Sat Apr 02 00:54:25 PDT 2016","Sat Apr 02 00:56:33 PDT 2016","Mon Apr 04 00:56:33 PDT 2016","2016-04-04 07:57:37 UTC","","","128","100% (8/8)","100% (8/8)","100% (8/8)","https://people.cs.pitt.edu/~debashis/MLProjectImages/Madonna_02.jpg","1","0","0","0","1","2","1","0","1","1","0","1|2|3","2","4","2","2","1","1","0"
"302U8RURJZLMGINOKAFHDLI50M0NVM","3HWC0N12H6RYM90FAVOCZ3NTTJ5U6V","Survey to find sexual intentions behind images (WARNING: This HIT may contain adult content. Worker discretion is advised.)","This task is trying to capture sexual intention behind images.","Celebrity, Images, classification, Sexual, Intention","$0.02","Fri Apr 01 18:57:10 PDT 2016","3","BatchId:2337509;","1800","172800","Fri Apr 08 18:57:10 PDT 2016","","","3ZSY5X72NYVFSG4D27FMFXORF17ORV","ANS32KK8E96UK","Approved","Sat Apr 02 05:39:00 PDT 2016","Sat Apr 02 05:42:12 PDT 2016","Mon Apr 04 05:42:12 PDT 2016","2016-04-04 12:42:39 UTC","","","192","100% (43/43)","100% (43/43)","100% (43/43)","https://people.cs.pitt.edu/~debashis/MLProjectImages/Madonna_02.jpg","1","0","0","1","1","2","2","1","1","1","1","1|3|4","2","4","4","2","1","1","0"
"302U8RURJZLMGINOKAFHDLI50M0VNU","3HWC0N12H6RYM90FAVOCZ3NTTJ5U6V","Survey to find sexual intentions behind images (WARNING: This HIT may contain adult content. Worker discretion is advised.)","This task is trying to capture sexual intention behind images.","Celebrity, Images, classification, Sexual, Intention","$0.02","Fri Apr 01 18:57:09 PDT 2016","3","BatchId:2337509;","1800","172800","Fri Apr 08 18:57:09 PDT 2016","","","3BXQMRHWK0IJ85BITLVES4M6RSOMUU","A2V9QJ90P9WHXW","Approved","Fri Apr 01 20:29:16 PDT 2016","Fri Apr 01 20:30:23 PDT 2016","Sun Apr 03 20:30:23 PDT 2016","2016-04-04 03:32:38 UTC","","","67","91% (31/34)","91% (31/34)","91% (31/34)","https://people.cs.pitt.edu/~debashis/MLProjectImages/LiamHemsworth_03.jpg","-1","0","0","0","0","1","2","0","1","0","0","1|4","1","2","1","4","1","1","0"
"302U8RURJZLMGINOKAFHDLI50M0VNU","3HWC0N12H6RYM90FAVOCZ3NTTJ5U6V","Survey to find sexual intentions behind images (WARNING: This HIT may contain adult content. Worker discretion is advised.)","This task is trying to capture sexual intention behind images.","Celebrity, Images, classification, Sexual, Intention","$0.02","Fri Apr 01 18:57:09 PDT 2016","3","BatchId:2337509;","1800","172800","Fri Apr 08 18:57:09 PDT 2016","","","3VELCLL3GL3XTYS35AHHMCX0JSXF1V","A6EBM1Y7WGNH6","Approved","Fri Apr 01 19:47:10 PDT 2016","Fri Apr 01 19:49:30 PDT 2016","Sun Apr 03 19:49:30 PDT 2016","2016-04-04 02:52:38 UTC","","","140","71% (5/7)","71% (5/7)","71% (5/7)","https://people.cs.pitt.edu/~debashis/MLProjectImages/LiamHemsworth_03.jpg","-1","0","0","0","0","1","1","0","1","0","0","1|4","1","1","1","4","0","0","0"
"302U8RURJZLMGINOKAFHDLI50M0VNU","3HWC0N12H6RYM90FAVOCZ3NTTJ5U6V","Survey to find sexual intentions behind images (WARNING: This HIT may contain adult content. Worker discretion is advised.)","This task is trying to capture sexual intention behind images.","Celebrity, Images, classification, Sexual, Intention","$0.02","Fri Apr 01 18:57:09 PDT 2016","3","BatchId:2337509;","1800","172800","Fri Apr 08 18:57:09 PDT 2016","","","308XBLVESJOV9MF4Y2A09DOS8SYBR4","AD4YEL6ORHISB","Approved","Fri Apr 01 19:34:28 PDT 2016","Fri Apr 01 19:37:13 PDT 2016","Sun Apr 03 19:37:13 PDT 2016","2016-04-04 02:37:39 UTC","","","165","100% (1/1)","100% (1/1)","100% (1/1)","https://people.cs.pitt.edu/~debashis/MLProjectImages/LiamHemsworth_03.jpg","-1","0","0","0","0","2","1","0","1","0","0","4","1","2","1","4","1","1","0"
"304QEQWKZP4O52MKISR57HSKW0S0OM","3HWC0N12H6RYM90FAVOCZ3NTTJ5U6V","Survey to find sexual intentions behind images (WARNING: This HIT may contain adult content. Worker discretion is advised.)","This task is trying to capture sexual intention behind images.","Celebrity, Images, classification, Sexual, Intention","$0.02","Fri Apr 01 18:57:11 PDT 2016","3","BatchId:2337509;","1800","172800","Fri Apr 08 18:57:11 PDT 2016","","","358UUM7WR0N87ACELLYK4B2WPCW7RN","A1PZEKEXVKKAJ4","Approved","Sat Apr 02 04:41:46 PDT 2016","Sat Apr 02 04:45:19 PDT 2016","Mon Apr 04 04:45:19 PDT 2016","2016-04-04 11:47:38 UTC","","","213","100% (2/2)","100% (2/2)","100% (2/2)","https://people.cs.pitt.edu/~debashis/MLProjectImages/DemiMoore_03.jpg","-1","0","0","0","0","2","1","1","1","0","0","1|4","1","4","1","1","1","1","0"
"304QEQWKZP4O52MKISR57HSKW0S0OM","3HWC0N12H6RYM90FAVOCZ3NTTJ5U6V","Survey to find sexual intentions behind images (WARNING: This HIT may contain adult content. Worker discretion is advised.)","This task is trying to capture sexual intention behind images.","Celebrity, Images, classification, Sexual, Intention","$0.02","Fri Apr 01 18:57:11 PDT 2016","3","BatchId:2337509;","1800","172800","Fri Apr 08 18:57:11 PDT 2016","","","3V0Z7YWSIZKTEGWPOTMZ9HARZSW2VK","A3P7AXWF57BHNX","Approved","Fri Apr 01 18:59:21 PDT 2016","Fri Apr 01 19:01:30 PDT 2016","Sun Apr 03 19:01:30 PDT 2016","2016-04-04 02:02:40 UTC","","","129","100% (3/3)","100% (3/3)","100% (3/3)","https://people.cs.pitt.edu/~debashis/MLProjectImages/DemiMoore_03.jpg","-1","0","0","0","0","2","1","1","1","1","0","1|4","1","4","1","1","1","1","0"
"304QEQWKZP4O52MKISR57HSKW0S0OM","3HWC0N12H6RYM90FAVOCZ3NTTJ5U6V","Survey to find sexual intentions behind images (WARNING: This HIT may contain adult content. Worker discretion is advised.)","This task is trying to capture sexual intention behind images.","Celebrity, Images, classification, Sexual, Intention","$0.02","Fri Apr 01 18:57:11 PDT 2016","3","BatchId:2337509;","1800","172800","Fri Apr 08 18:57:11 PDT 2016","","","3TOK3KHVJU25AXKYTTHGAGXREPGO7Z","AI1HQO6HZCVT7","Approved","Sat Apr 02 07:04:03 PDT 2016","Sat Apr 02 07:05:36 PDT 2016","Mon Apr 04 07:05:36 PDT 2016","2016-04-04 14:07:39 UTC","","","93","100% (35/35)","100% (35/35)","100% (35/35)","https://people.cs.pitt.edu/~debashis/MLProjectImages/DemiMoore_03.jpg","-1","0","0","0","0","2","1","1","1","1","0","1|4","1","4","1","1","1","1","0"
"304QEQWKZP4O52MKISR57HSKW0SO0A","3HWC0N12H6RYM90FAVOCZ3NTTJ5U6V","Survey to find sexual intentions behind images (WARNING: This HIT may contain adult content. Worker discretion is advised.)","This task is trying to capture sexual intention behind images.","Celebrity, Images, classification, Sexual, Intention","$0.02","Fri Apr 01 18:57:12 PDT 2016","3","BatchId:2337509;","1800","172800","Fri Apr 08 18:57:12 PDT 2016","","","3WT783CTPC1R3KQLG5K5KIP6825BCU","A22OWJIU7Z6A83","Approved","Sat Apr 02 11:48:25 PDT 2016","Sat Apr 02 11:49:31 PDT 2016","Mon Apr 04 11:49:31 PDT 2016","2016-04-04 18:52:38 UTC","","","66","100% (14/14)","100% (14/14)","100% (14/14)","https://people.cs.pitt.edu/~debashis/MLProjectImages/DrewBarrymore_04.jpg","1","0","0","0","0","2","1","0","1","0","0","1|2|5","2","2","1","2","0","1","1"
"304QEQWKZP4O52MKISR57HSKW0SO0A","3HWC0N12H6RYM90FAVOCZ3NTTJ5U6V","Survey to find sexual intentions behind images (WARNING: This HIT may contain adult content. Worker discretion is advised.)","This task is trying to capture sexual intention behind images.","Celebrity, Images, classification, Sexual, Intention","$0.02","Fri Apr 01 18:57:12 PDT 2016","3","BatchId:2337509;","1800","172800","Fri Apr 08 18:57:12 PDT 2016","","","3LO69W1SU4XGX5S2945IOC6QIDZLG3","A3UY0JFOTIL593","Approved","Fri Apr 01 19:21:30 PDT 2016","Fri Apr 01 19:24:22 PDT 2016","Sun Apr 03 19:24:22 PDT 2016","2016-04-04 02:27:39 UTC","","","172","100% (1/1)","100% (1/1)","100% (1/1)","https://people.cs.pitt.edu/~debashis/MLProjectImages/DrewBarrymore_04.jpg","1","0","0","0","0","2","1","0","1","0","0","1|3","2","2","4","2","0","1","0"
"304QEQWKZP4O52MKISR57HSKW0SO0A","3HWC0N12H6RYM90FAVOCZ3NTTJ5U6V","Survey to find sexual intentions behind images (WARNING: This HIT may contain adult content. Worker discretion is advised.)","This task is trying to capture sexual intention behind images.","Celebrity, Images, classification, Sexual, Intention","$0.02","Fri Apr 01 18:57:12 PDT 2016","3","BatchId:2337509;","1800","172800","Fri Apr 08 18:57:12 PDT 2016","","","3RYC5T2D74DXDGGEH7S14XTHPWDRP5","ASY5W2HJPIPF4","Approved","Fri Apr 01 19:48:17 PDT 2016","Fri Apr 01 19:49:56 PDT 2016","Sun Apr 03 19:49:56 PDT 2016","2016-04-04 02:52:38 UTC","","","99","100% (21/21)","100% (21/21)","100% (21/21)","https://people.cs.pitt.edu/~debashis/MLProjectImages/DrewBarrymore_04.jpg","1","0","0","0","0","2","1","0","1","0","0","1|2","2","1","4","2","0","1","0"
"306996CF6W44TXITA6QJF2BVUTFB1W","3HWC0N12H6RYM90FAVOCZ3NTTJ5U6V","Survey to find sexual intentions behind images (WARNING: This HIT may contain adult content. Worker discretion is advised.)","This task is trying to capture sexual intention behind images.","Celebrity, Images, classification, Sexual, Intention","$0.02","Fri Apr 01 18:57:16 PDT 2016","3","BatchId:2337509;","1800","172800","Fri Apr 08 18:57:16 PDT 2016","","","33FBRBDW6PJ81MSEDT0VTGZ50M7C8Z","A1EEBT5588TLF9","Approved","Fri Apr 01 20:15:13 PDT 2016","Fri Apr 01 20:17:29 PDT 2016","Sun Apr 03 20:17:29 PDT 2016","2016-04-04 03:17:37 UTC","","","136","100% (2/2)","100% (2/2)","100% (2/2)","https://people.cs.pitt.edu/~debashis/MLProjectImages/EmmaWatson_03.jpg","1","0","0","0","0","2","1","2","1","1","0","1|3|4","2","1","2","1","1","1","0"
"306996CF6W44TXITA6QJF2BVUTFB1W","3HWC0N12H6RYM90FAVOCZ3NTTJ5U6V","Survey to find sexual intentions behind images (WARNING: This HIT may contain adult content. Worker discretion is advised.)","This task is trying to capture sexual intention behind images.","Celebrity, Images, classification, Sexual, Intention","$0.02","Fri Apr 01 18:57:16 PDT 2016","3","BatchId:2337509;","1800","172800","Fri Apr 08 18:57:16 PDT 2016","","","30BXRYBRP5HA8VZCXOU2INZ7VUZWH9","A29NA4283YJ26D","Approved","Sat Apr 02 01:28:45 PDT 2016","Sat Apr 02 01:30:05 PDT 2016","Mon Apr 04 01:30:05 PDT 2016","2016-04-04 08:32:36 UTC","","","80","100% (312/312)","100% (312/312)","100% (312/312)","https://people.cs.pitt.edu/~debashis/MLProjectImages/EmmaWatson_03.jpg","1","0","0","0","0","2","1","0","1","0","0","1|4","2","1","1","1","1","1","0"
"306996CF6W44TXITA6QJF2BVUTFB1W","3HWC0N12H6RYM90FAVOCZ3NTTJ5U6V","Survey to find sexual intentions behind images (WARNING: This HIT may contain adult content. Worker discretion is advised.)","This task is trying to capture sexual intention behind images.","Celebrity, Images, classification, Sexual, Intention","$0.02","Fri Apr 01 18:57:16 PDT 2016","3","BatchId:2337509;","1800","172800","Fri Apr 08 18:57:16 PDT 2016","","","3JC6VJ2SAC31LPCEVHX1B1ZQY2M5A7","A2ZA6JA2DA69UL","Approved","Sat Apr 02 08:21:33 PDT 2016","Sat Apr 02 08:22:38 PDT 2016","Mon Apr 04 08:22:38 PDT 2016","2016-04-04 15:27:42 UTC","","","65","91% (43/47)","91% (43/47)","91% (43/47)","https://people.cs.pitt.edu/~debashis/MLProjectImages/EmmaWatson_03.jpg","0","0","0","0","0","2","1","1","2","0","0","3|4","2","1","2","1","1","1","2"
"306996CF6W44TXITA6QJF2BVUTG1BN","3HWC0N12H6RYM90FAVOCZ3NTTJ5U6V","Survey to find sexual intentions behind images (WARNING: This HIT may contain adult content. Worker discretion is advised.)","This task is trying to capture sexual intention behind images.","Celebrity, Images, classification, Sexual, Intention","$0.02","Fri Apr 01 18:57:11 PDT 2016","3","BatchId:2337509;","1800","172800","Fri Apr 08 18:57:11 PDT 2016","","","3QXNC7EIPJFOLZG865DPYBSFBD090K","A1E1I11KM4ME70","Approved","Sat Apr 02 10:22:21 PDT 2016","Sat Apr 02 10:25:37 PDT 2016","Mon Apr 04 10:25:37 PDT 2016","2016-04-04 17:27:39 UTC","","","196","100% (2/2)","100% (2/2)","100% (2/2)","https://people.cs.pitt.edu/~debashis/MLProjectImages/DemiMoore_05.jpg","0","0|2","0","0","0","1","1","0","1","0","0","1|3","1","4","4","2","1","1","0"
"306996CF6W44TXITA6QJF2BVUTG1BN","3HWC0N12H6RYM90FAVOCZ3NTTJ5U6V","Survey to find sexual intentions behind images (WARNING: This HIT may contain adult content. Worker discretion is advised.)","This task is trying to capture sexual intention behind images.","Celebrity, Images, classification, Sexual, Intention","$0.02","Fri Apr 01 18:57:11 PDT 2016","3","BatchId:2337509;","1800","172800","Fri Apr 08 18:57:11 PDT 2016","","","3K5TEWLKGWVXP1ARDW7RWXH8OBNVIS","A7L4HN20YZOI0","Approved","Sun Apr 03 18:19:16 PDT 2016","Sun Apr 03 18:20:21 PDT 2016","Tue Apr 05 18:20:21 PDT 2016","Mon Apr 04 12:03:45 PDT 2016","","","65","100% (17/17)","100% (17/17)","100% (17/17)","https://people.cs.pitt.edu/~debashis/MLProjectImages/DemiMoore_05.jpg","1","0|2","0","0","0","1","1","0","1","0","0","1|2","1","4","4","2","0","0","1"
